,Unnamed: 0,zip,num,lat,lng
504,504,97739,1,43.69959,-121.46219
505,505,33445,2,26.45469,-80.10623
506,506,27603,4,35.66355,-78.66172
507,507,95008,9,37.27967,-121.95503
508,508,63141,1,38.65831,-90.45818
510,510,28211,16,35.16807,-80.79616
511,511,93921,8,36.55396,-121.92296
512,512,20187,9,38.72258,-77.74269
513,513,95120,3,37.18235,-121.84392
514,514,60657,1,41.93991,-87.65382
515,515,71282,1,32.36504,-91.1811
516,516,97217,1,45.59995,-122.70386
517,517,80222,8,39.67104,-104.92791
518,518,97424,1,43.74448,-123.05447
519,519,12208,1,42.65331,-73.8102
520,520,11215,18,40.6626,-73.98678
521,521,98177,15,47.74226,-122.37079
522,522,92630,2,33.64467,-117.68518
523,523,54913,6,44.34148,-88.39996
525,525,78240,2,29.52464,-98.60748
526,526,93422,3,35.46459,-120.69045
528,528,83274,3,43.35385,-112.09882
529,529,80439,19,39.6376,-105.43301
530,530,77401,1,29.70443,-95.46175
531,531,94117,22,37.76975,-122.44823
533,533,18049,8,40.51741,-75.5008
534,534,80202,7,39.75193,-104.99776
535,535,33901,2,26.62116,-81.87865
536,536,33140,6,25.81599,-80.13902
538,538,93908,5,36.63429,-121.60685
539,539,15501,2,40.03596,-79.12871
540,540,89060,2,36.39425,-116.06352
541,541,20854,15,39.03376,-77.22046
542,542,94028,5,37.37857,-122.21545
543,543,80602,1,39.96364,-104.90721
545,545,37066,1,36.39871,-86.45526
546,546,14174,6,43.24097,-79.00178
547,547,60301,3,41.88876,-87.79919
548,548,30005,4,34.08622,-84.21593
549,549,90065,4,34.10889,-118.22759
550,550,80013,3,39.66138,-104.7657
551,551,28801,3,35.59416,-82.55784
552,552,79765,3,31.92346,-102.29242
554,554,95409,9,38.46101,-122.59753
556,556,84103,2,40.79519,-111.84247
557,557,19087,15,40.06116,-75.39987
558,558,98119,21,47.63995,-122.37005
559,559,45208,2,39.13475,-84.43453
561,561,59868,1,47.21409,-113.50499
562,562,80620,1,40.37451,-104.71701
563,563,81224,4,38.8734,-106.93722
565,565,95129,6,37.30575,-122.00091
567,567,83014,4,43.45859,-110.93681
568,568,94105,3,37.78978,-122.39387
569,569,91403,1,34.14659,-118.46286
570,570,18705,1,41.27183,-75.84331
571,571,33408,10,26.84116,-80.05673
572,572,10023,12,40.77601,-73.98269
574,574,91740,5,34.11878,-117.8539
575,575,79705,11,32.05114,-102.05954
576,576,94563,6,37.87967,-122.18458
577,577,98407,7,47.28861,-122.51131
578,578,60614,2,41.92273,-87.65131
579,579,61704,3,40.47053,-88.94332
581,581,29483,30,33.05135,-80.18747
582,582,81621,2,39.38608,-106.88558
583,583,33180,21,25.96067,-80.14197
584,584,98105,10,47.66068,-122.28403
585,585,60641,22,41.94663,-87.74669
586,586,98118,1,47.54245,-122.2688
588,588,97402,6,44.05156,-123.22999
589,589,19147,5,39.93585,-75.15224
591,591,80132,7,39.09814,-104.8472
592,592,27104,4,36.09482,-80.3239
594,594,80237,15,39.64007,-104.90117
595,595,47403,1,39.08488,-86.6113
598,598,84124,2,40.67722,-111.81329
599,599,80215,4,39.74409,-105.11592
600,600,33139,2,25.78521,-80.14919
601,601,94127,7,37.7357,-122.45943
602,602,10504,1,41.13121,-73.70587
604,604,81657,30,39.6512,-106.32342
605,605,96790,1,20.69227,-156.29746
607,607,94027,10,37.45321,-122.20406
608,608,98626,2,46.15464,-122.78638
609,609,81252,6,38.10886,-105.42017
610,610,94925,4,37.92376,-122.5128
611,611,20852,9,39.0515,-77.12458
612,612,34108,2,26.24499,-81.80691
613,613,94118,28,37.7801,-122.46246
614,614,27960,1,35.12624,-75.92083
615,615,78731,18,30.34736,-97.76847
616,616,73703,1,36.42763,-97.96221
617,617,94024,48,37.35221,-122.09438
619,619,33458,2,26.93751,-80.13189
620,620,90027,21,34.12521,-118.29057
621,621,35205,4,33.49497,-86.80818
622,622,95125,7,37.29504,-121.89144
623,623,80128,4,39.5641,-105.07865
624,624,80209,5,39.70599,-104.96594
625,625,21045,5,39.20617,-76.82747
627,627,94114,8,37.75802,-122.43545
628,628,22307,6,38.77203,-77.05739
629,629,48118,1,42.31257,-84.03874
630,630,76028,1,32.52604,-97.30318
631,631,90045,1,33.95297,-118.40014
632,632,10522,9,41.01226,-73.86479
633,633,60010,31,42.1523,-88.1635
634,634,31522,9,31.23311,-81.3579
635,635,80538,6,40.47885,-105.17397
636,636,93960,2,36.39832,-121.34114
637,637,55423,1,44.87624,-93.28215
638,638,46403,2,41.6047,-87.26342
639,639,76116,4,32.72173,-97.44636
640,640,50014,2,42.04855,-93.69449
641,641,18944,1,40.39137,-75.23465
642,642,94501,14,37.77516,-122.2748
644,644,98406,1,47.26211,-122.50898
645,645,48105,2,42.33168,-83.70705
646,646,78759,26,30.40266,-97.76104
648,648,33067,2,26.30774,-80.22611
650,650,94022,46,37.35752,-122.14444
651,651,80206,21,39.7303,-104.95259
652,652,33134,13,25.75345,-80.27108
653,653,22101,24,38.93942,-77.16663
654,654,11201,2,40.69463,-73.98972
655,655,95602,2,38.99059,-121.11038
657,657,28704,1,35.46135,-82.57753
658,658,84098,6,40.73472,-111.53432
659,659,80016,12,39.59971,-104.70728
660,660,80550,6,40.48095,-104.90024
661,661,21623,7,39.12272,-75.96238
662,662,60022,7,42.13608,-87.7676
663,663,63021,6,38.5688,-90.54644
664,664,28270,1,35.10982,-80.76033
665,665,80232,2,39.68853,-105.09048
666,666,58102,1,46.9209,-96.83183
668,668,23072,1,37.29641,-76.48182
669,669,30309,2,33.79758,-84.38663
670,670,80246,19,39.70435,-104.93093
671,671,45244,1,39.11987,-84.32747
672,672,87505,14,35.62193,-105.86873
674,674,10916,4,41.44214,-74.2487
675,675,29611,3,34.82924,-82.45924
676,676,80403,4,39.83088,-105.31503
677,677,13068,2,42.49979,-76.3587
678,678,19103,2,39.9528,-75.17397
679,679,10543,1,40.95199,-73.73552
681,681,80104,1,39.30195,-104.81809
682,682,92084,3,33.22218,-117.20537
683,683,46613,3,41.6548,-86.25874
684,684,20132,1,39.16773,-77.72706
686,686,10518,2,41.26778,-73.60032
687,687,28117,1,35.57216,-80.89562
690,690,60661,2,41.88309,-87.64401
691,691,80120,4,39.5933,-105.00956
693,693,90020,2,34.06639,-118.3099
694,694,75205,2,32.83657,-96.79619
695,695,11211,3,40.71244,-73.95299
696,696,94122,2,37.75878,-122.48512
697,697,85251,8,33.49393,-111.91954
698,698,60538,5,41.72218,-88.35905
699,699,80010,10,39.73868,-104.86256
700,700,94129,18,37.79753,-122.46682
701,701,95946,1,39.21537,-121.20124
702,702,19102,4,39.95287,-75.16549
703,703,10708,4,40.93816,-73.83075
704,704,89519,2,39.48135,-119.85904
706,706,27518,2,35.72981,-78.77353
707,707,10004,13,40.69465,-74.02106
708,708,33316,5,26.09503,-80.1241
711,711,27516,3,35.91251,-79.15137
712,712,80107,3,39.40961,-104.57244
714,714,10562,6,41.19242,-73.83096
715,715,95070,11,37.25638,-122.04963
716,716,10018,4,40.75533,-73.99311
717,717,37215,3,36.08192,-86.83469
718,718,97131,1,45.74026,-123.82081
720,720,20816,6,38.95591,-77.11854
721,721,97212,9,45.54426,-122.64367
722,722,95864,8,38.5853,-121.37627
723,723,94566,2,37.64912,-121.8591
724,724,80111,37,39.61228,-104.8798
726,726,81631,1,39.63852,-106.76545
727,727,10024,13,40.79227,-73.97482
728,728,60586,1,41.57046,-88.23342
730,730,10017,3,40.75221,-73.97251
731,731,92067,15,33.02141,-117.19383
732,732,90028,3,34.09989,-118.32691
733,733,78204,5,29.4032,-98.50372
734,734,97405,4,43.93975,-123.19156
735,735,55125,2,44.91985,-92.94394
736,736,10591,11,41.08586,-73.84417
737,737,97221,1,45.49797,-122.7278
738,738,28032,23,35.23492,-81.08024
739,739,60089,1,42.16694,-87.96063
740,740,33486,2,26.34706,-80.11429
741,741,32751,6,28.63118,-81.36412
742,742,95648,2,38.9254,-121.31167
744,744,60610,37,41.90487,-87.63615
745,745,19010,3,40.02359,-75.32978
748,748,78229,16,29.50555,-98.57221
749,749,10026,21,40.80245,-73.9526
752,752,19002,4,40.18382,-75.20993
753,753,80203,28,39.73174,-104.98265
754,754,80012,3,39.69975,-104.83759
755,755,80123,1,39.61583,-105.06888
757,757,63143,3,38.61125,-90.32018
758,758,37919,10,35.9143,-84.0011
759,759,61727,6,40.14248,-88.96083
760,760,55427,1,45.00628,-93.38022
761,761,97759,3,44.3772,-121.78388
762,762,62946,2,37.70724,-88.53817
763,763,10514,1,41.17308,-73.77091
764,764,78413,3,27.68352,-97.40538
765,765,78739,4,30.17844,-97.88868
766,766,60174,39,41.92721,-88.29934
767,767,80127,12,39.54044,-105.15135
768,768,83611,2,44.71396,-115.39592
769,769,11374,6,40.72652,-73.8615
770,770,55404,7,44.96197,-93.26085
771,771,98370,2,47.75101,-122.6229
772,772,75240,8,32.93174,-96.78854
773,773,60515,2,41.80959,-88.02289
774,774,94556,2,37.84064,-122.11492
775,775,98136,6,47.53676,-122.38986
776,776,94960,7,37.99584,-122.5778
777,777,20016,27,38.93815,-77.09147
778,778,11238,4,40.67913,-73.96384
779,779,90046,2,34.10746,-118.36525
780,780,54448,2,44.93371,-89.83362
781,781,10128,3,40.78138,-73.95016
784,784,71232,3,32.3952,-91.47354
785,785,33414,6,26.64843,-80.25008
786,786,37204,2,36.10674,-86.77425
788,788,33446,2,26.45044,-80.18621
789,789,80220,16,39.7338,-104.91659
790,790,98004,8,47.61883,-122.20595
791,791,94306,2,37.41571,-122.13078
792,792,94109,19,37.7952,-122.4222
794,794,11105,1,40.77887,-73.90622
795,795,11231,1,40.67767,-74.00465
796,796,30135,2,33.67236,-84.74554
797,797,93309,10,35.3436,-119.06633
799,799,24901,1,37.84062,-80.46534
800,800,75219,12,32.81179,-96.81292
801,801,32712,1,28.74,-81.5061
802,802,83702,1,43.67575,-116.16934
803,803,92662,8,33.60547,-117.89204
804,804,37027,2,35.99939,-86.78396
806,806,33069,2,26.23566,-80.15791
807,807,10022,16,40.75859,-73.96793
808,808,30342,3,33.88204,-84.37464
809,809,80231,11,39.67151,-104.88785
810,810,10028,19,40.7763,-73.95372
812,812,75225,21,32.86521,-96.79098
813,813,30306,1,33.7887,-84.35026
814,814,60030,16,42.33666,-88.04459
815,815,80113,9,39.64216,-104.96251
816,816,80421,1,39.47872,-105.52618
817,817,96816,6,21.29278,-157.79071
818,818,73120,3,35.58047,-97.57223
